trainsize, units, mse, avg_error
32,8,0.28320966178149604,0.4003788409754634
64,2,0.1932157550104786,0.3988043828867376
64,4,0.24520785542182832,0.4938416345976293
64,8,0.21921502713839547,0.38339035166427493
16,2,0.28098842629976645,0.37289902567863464
16,4,0.29599124377234043,0.35958638694137335
16,8,0.3783177990829899,0.4678549710661173
32,2,0.24608219363025222,0.4106983747333288
32,4,0.26848847348612354,0.3635709062218666
32,8,0.29023623923507186,0.41058193892240524
64,2,0.26010707461874183,0.4521132241934538
64,4,0.1665338446558275,0.31914675096049905
64,8,0.157934894899719,0.2880470440723002
16,2,0.2473027536862904,0.4146101428195834
16,4,0.3014217640329987,0.34475497296079993
16,8,0.33497340534663256,0.44987598480656743
32,2,0.25790610705831024,0.4438645998016
32,4,0.3524408763274465,0.4653934948146343
32,8,0.14085751257790247,0.24931505369022489
64,2,0.2625270508745758,0.4443356283009052
64,4,0.15566195636094837,0.2765885158441961
64,8,0.17315676612337166,0.3021402768790722
16,2,0.26090703953238364,0.45787427900359035
16,4,0.23733474537035715,0.33828526409342885
16,8,0.4273682776814935,0.5255605429410934
32,2,0.21653766014018833,0.44051150185987353
32,4,0.2689940339957468,0.4312498145736754
32,8,0.21979622528516723,0.3840935882180929
64,2,0.23041172888132233,0.43970273109152913
64,4,0.17225214667730915,0.35080780321732163
64,8,0.15679377201295397,0.3172636008821428
16,2,0.25731582213907633,0.3719602753408253
16,4,0.2243014313086515,0.3958504740148783
16,8,0.26251872580636715,0.341963148675859
32,2,0.20709192135124183,0.3991170455701649
32,4,0.16120404255150517,0.2933449437841773
32,8,0.2269753548424958,0.3548771794885397
64,2,0.20648970251313148,0.40234918892383575
64,4,0.2012739683786261,0.3564662062563002
64,8,0.2995708781821367,0.4585165516473353
16,2,0.2826141098913859,0.43412312772125006
16,4,0.3328862807036087,0.367813553661108
16,8,0.26125635368657046,0.3325832951813936
32,2,0.2588164469172102,0.39433725690469146
32,4,0.23280594834155433,0.41385623812675476
32,8,0.18781602923744994,0.3418875993229449
64,2,0.20849586849146237,0.42445372324436903
64,4,0.23338800370288382,0.41934287128970027
64,8,0.18982875660035103,0.34104941552504897
16,2,0.22795418754329666,0.3981122490949929
16,4,0.24584904386130357,0.4298403989523649
16,8,0.24967534893357501,0.40634138183668256
32,2,0.27512728419636195,0.48448480339720845
32,4,0.2522561695537562,0.37755550257861614
32,8,0.27896161741281067,0.4001223281957209
64,2,0.185014369970544,0.39054823806509376
64,4,0.21832023655484767,0.36592064099386334
64,8,0.19492453649702007,0.3323559043928981
16,2,0.2937454641110172,0.47538880119100213
16,4,0.26806454995799245,0.43472137907519937
16,8,0.2500910272129277,0.3911606753244996
32,2,0.24833084670804337,0.35955920023843646
32,4,0.2196885187593811,0.3717224416323006
32,8,0.24113383551949585,0.4442814076319337
64,2,0.205764583623995,0.3754358198493719
64,4,0.21461977309050734,0.382839254103601
64,8,0.17733505595148824,0.3542863056063652
16,2,0.21611677821486358,0.3778374087996781
16,4,0.24391655081853425,0.383549592923373
16,8,0.3030635181668112,0.43979711877182126
32,2,0.25409176391014565,0.35261615784838796
32,4,0.21093107744512216,0.3585576107725501
32,8,0.25992552104158306,0.37832681788131595
64,2,0.21758312262917273,0.34450685046613216
64,4,0.22243481197021647,0.36537176044657826
64,8,0.19452121161647865,0.3739917641505599
16,2,0.31280912012634654,0.40347726130858064
16,4,0.38820353202757024,0.48315158812329173
16,8,0.2581908456159103,0.4308008304797113
32,2,0.2010488730738045,0.3361689238809049
32,4,0.24457419409295955,0.426099241245538
32,8,0.2771536479365003,0.37131842970848083
64,2,0.24285420958991932,0.43672698736190796
64,4,0.20169782193210195,0.3593324786052108
64,8,0.23364008747389287,0.3966549769975245
16,2,0.26624675707931805,0.4395094937644899
16,4,0.32384573408233824,0.4387607630342245
16,8,0.353278571887288,0.4278515218757093
32,2,0.24696621053149156,0.39094621501863003
32,4,0.21967857959600634,0.39707441814243793
32,8,0.23011891093033063,0.4143703915178776
64,2,0.28699896951748766,0.49547506077215075
64,4,0.21012010906525683,0.44579386431723833
64,8,0.1507109890056935,0.29030047357082367
16,2,0.25805099933349823,0.33005180628970265
16,4,0.41242013209027206,0.5651460140943527
16,8,0.35386238162547845,0.42442673398181796
32,2,0.3122352728915224,0.4871877869591117
32,4,0.2043452606271951,0.32965550292283297
32,8,0.18888458657414586,0.3129505137912929
64,2,0.2104324367905855,0.4371510189957917
64,4,0.2083805308235222,0.40092793852090836
64,8,0.1982183625638469,0.3416606173850596
16,2,0.2877885378743615,0.42880062479525805
16,4,0.33102405385619216,0.4389739618636668
16,8,0.25505001151770496,0.45932536432519555
32,2,0.2262143592413359,0.4124632687307894
32,4,0.3070279664486345,0.44825954316183925
32,8,0.24944530683530744,0.3392576505430043
64,2,0.23213229153978243,0.43385244393721223
64,4,0.1443823030077121,0.2766315652988851
64,8,0.1976865332565254,0.3870948161929846
16,2,0.3199420559785946,0.4164914391003549
16,4,0.3791314124250574,0.4664376899600029
16,8,0.29751354103335337,0.3422808665782213
32,2,0.22284727944510335,0.4427053090184927
32,4,0.21114927801015887,0.40051272278651595
32,8,0.2295215397221274,0.406070941593498
64,2,0.22428764034313048,0.44081583293154836
64,4,0.21836654401474426,0.4166739550419152
64,8,0.18946102125238412,0.3719760589301586
16,2,0.37451235466919486,0.4281240957789123
16,4,0.34512195816733404,0.47461369866505265
16,8,0.4083070129617229,0.49962365068495274
32,2,0.2760419491291275,0.40315076243132353
32,4,0.2570775495049896,0.40910989372059703
32,8,0.20136094225981604,0.33999076625332236
64,2,0.23137788382555435,0.4552999078296125
64,4,0.22079494705806912,0.3428951264359057
64,8,0.2268259194510162,0.37285974994301796
16,2,0.24876155029902913,0.4780913423746824
16,4,0.3344508597203899,0.43951993295922875
16,8,0.3804571597013003,0.5466685579158366
32,2,0.2236800795370647,0.3705531591549516
32,4,0.35022321290478253,0.5109414653852582
32,8,0.22435928604305622,0.4430615217424929
64,2,0.20373345931705703,0.39304545521736145
64,4,0.24688542958513693,0.42905201157554984
64,8,0.17420731840047066,0.3072553821839392
16,2,0.4028686272699379,0.47891994658857584
16,4,0.3515819047697345,0.40496595576405525
16,8,0.3552489650839459,0.4389719725586474
32,2,0.1874540044087002,0.3567278669215739
32,4,0.234175572643137,0.42288235994055867
32,8,0.22703807590483457,0.35720851039513946
64,2,0.18974948622041274,0.3837982099503279
64,4,0.21107875391253972,0.3616623957641423
64,8,0.20712907940488723,0.36274723103269935
16,2,0.24261092327816286,0.4549625152722001
16,4,0.29938901070424134,0.4231491396203637
16,8,0.32689078322400356,0.44742587208747864
32,2,0.314667662932417,0.4776978581212461
32,4,0.3084321037979304,0.4447895558550954
32,8,0.25272635739668636,0.42319471249356866
64,2,0.2392948257277891,0.447155752684921
64,4,0.22168203136388864,0.3402854884043336
64,8,0.20007318553660597,0.33528568176552653
16,2,0.30483851769185705,0.441773762460798
16,4,0.2517640417452336,0.37605494959279895
16,8,0.3292843651505254,0.38659623404964805
32,2,0.17546829398222352,0.3605772275477648
32,4,0.18582069998114603,0.29706095438450575
32,8,0.17213604527299964,0.3336005243472755
64,2,0.21453905479479404,0.4042319990694523
64,4,0.196024903941786,0.3923192177899182
64,8,0.1840375539907932,0.33137350529432297
16,2,0.2733014506676022,0.44811099115759134
16,4,0.27540233279068177,0.3915473809465766
16,8,0.2782306217630324,0.41707607824355364
32,2,0.32239480087876793,0.47664057509973645
32,4,0.18741096027724796,0.381972863804549
32,8,0.2164552193369176,0.29145533172413707
64,2,0.24248246543592686,0.4507101373746991
64,4,0.23364640564757339,0.3665865734219551
64,8,0.23330006864009156,0.39595484314486384
16,2,0.3164767963968423,0.47992080077528954
16,4,0.2920739026068685,0.3680775794200599
16,8,0.2960629692309385,0.4018399561755359
32,2,0.20299776182659604,0.3492560163140297
32,4,0.24488407688482794,0.41333015030249953
32,8,0.2052418938418245,0.3398814150132239
64,2,0.2219843122751035,0.4447617777623236
64,4,0.22737803617309832,0.37458552001044154
64,8,0.19854282126935813,0.3274356760084629
16,2,0.24400770201734845,0.47911595460027456
16,4,0.280904436128283,0.36578880716115236
16,8,0.2555470126033592,0.40428146440535784
32,2,0.28049287002443096,0.4660321422852576
32,4,0.1169244453445262,0.2575996555387974
32,8,0.2112497589199733,0.37525396328419447
64,2,0.24934332133363318,0.4814175977371633
64,4,0.3133493854406202,0.460658548399806
64,8,0.19579593144986168,0.317626541480422
16,2,0.321620297039486,0.4272803384810686
16,4,0.4029342012303596,0.49817325733602047
16,8,0.38558373516131406,0.48960029846057296
32,2,0.2423526381653901,0.4301333245821297
32,4,0.2616061322523512,0.375283048953861
32,8,0.19406373336967866,0.36365704238414764
64,2,0.21587845425239655,0.37426364747807384
64,4,0.19067335751143485,0.3333075540140271
64,8,0.2235334028909674,0.42104564793407917
16,2,0.2982377490512555,0.46687530260533094
16,4,0.3375913666281668,0.4388425163924694
16,8,0.2930776926652513,0.39370669703930616
32,2,0.27291834670855347,0.3954822439700365
32,4,0.24597444440847582,0.4154839785769582
32,8,0.18261646450965152,0.29534602211788297
64,2,0.2497664871053863,0.45794197637587786
64,4,0.18008904242188412,0.3422516309656203
64,8,0.20059051566656178,0.3513070880435407
16,2,0.288166006913009,0.4459352889098227
16,4,0.31054487875343767,0.4610195606946945
16,8,0.2682854510430441,0.337234107311815
32,2,0.2884370511348342,0.3959750272333622
32,4,0.21292241226075276,0.3609607615508139
32,8,0.2763341190953005,0.43492433801293373
64,2,0.23058069995632924,0.43154137721285224
64,4,0.2034024375461751,0.3581206356175244
64,8,0.20705597248198498,0.39723035553470254
