trainsize, units, mse, avg_error
64,4,0.20409526278190782,0.34909848123788834
64,8,0.25353252021367967,0.4200037377886474
16,2,0.3539953604237547,0.455935369245708
16,4,0.3302674922016241,0.3865345143713057
16,8,0.2690088889557888,0.40432818746194243
32,2,0.23555241211451744,0.46672308910638094
32,4,0.23560381697601318,0.3972170636989176
32,8,0.13526930610187268,0.20701981708407402
64,2,0.20745038545322209,0.39680364122614264
64,4,0.22228561729115587,0.31025701900944114
64,8,0.21125675685064527,0.3762619919143617
16,2,0.2650109377283896,0.41591950599104166
16,4,0.24415521410795488,0.434097018558532
16,8,0.29116227931302224,0.3391681229695678
32,2,0.31253910591314965,0.4854735769331455
32,4,0.23645497536878388,0.40060060285031796
32,8,0.30600799228876796,0.42067084927111864
64,2,0.22003260821838558,0.4369315868243575
64,4,0.16504925050665498,0.2920632343739271
64,8,0.2740243251307137,0.4057921855710447
16,2,0.33091042306298557,0.44332396425306797
16,4,0.2752716367047675,0.38909007981419563
16,8,0.5103805261426637,0.5426382296718657
32,2,0.22829521037870767,0.4096465315669775
32,4,0.25027654004634436,0.32005168544128537
32,8,0.20554690000422257,0.28934208303689957
64,2,0.24809652271341048,0.45495857624337077
64,4,0.18830219180452895,0.34962095506489277
64,8,0.17236002726442662,0.3533085291273892
16,2,0.31886201337783127,0.47441502241417766
16,4,0.30535011314822014,0.38859014911577106
16,8,0.2551783937985135,0.34025541553273797
32,2,0.22229197646710674,0.3818887355737388
32,4,0.21154575549076932,0.36889261985197663
32,8,0.19237558932430185,0.35974150616675615
64,2,0.21646165589037059,0.42093546874821186
64,4,0.1339777395407692,0.2774594980292022
64,8,0.24946840541359966,0.4109286214224994
16,2,0.26884060724926406,0.47979690600186586
16,4,0.27373787186304516,0.35369329061359167
16,8,0.21125225779585688,0.2810885854996741
32,2,0.2323180762828703,0.4565916555002332
32,4,0.1950116728260171,0.34580074809491634
32,8,0.24204098350134257,0.3843163540586829
64,2,0.25907178861092095,0.4350453778170049
64,4,0.17610437927546793,0.3535038186237216
64,8,0.21540480868511697,0.4114239173941314
16,2,0.3205505360428584,0.5117529956623912
16,4,0.3375040500697907,0.41875477973371744
16,8,0.27887908901479225,0.33136897906661034
32,2,0.2695704419376295,0.45358884148299694
32,4,0.2577295611586088,0.4175555375404656
32,8,0.18176320944379776,0.33307854318991303
64,2,0.2188257480645847,0.4379481761716306
64,4,0.186960809432261,0.35701866867020726
64,8,0.14344159723449826,0.31408423837274313
16,2,0.32537448150859877,0.4692775961011648
16,4,0.2724095523891213,0.4028980047442019
16,8,0.3354969753211472,0.45091934176161885
32,2,0.3613633390332989,0.5261748284101486
32,4,0.2857394718320396,0.39959086617454886
32,8,0.22844749211005513,0.4057385581545532
64,2,0.20221212248834824,0.4022886250168085
64,4,0.20388100464907766,0.36284047458320856
64,8,0.20900175148635153,0.39900316670536995
16,2,0.2393834414245528,0.37107753567397594
16,4,0.3144640905461113,0.43240456469357014
16,8,0.21577715543670017,0.3527164380066097
32,2,0.19684978348909432,0.4026045296341181
32,4,0.2782343740911167,0.4316305899992585
32,8,0.18770933175241064,0.3132425332441926
64,2,0.1850971011437048,0.39776847092434764
64,4,0.1927274411644626,0.37376511516049504
64,8,0.300236664633983,0.41947014816105366
16,2,0.2622507157098948,0.41599238757044077
16,4,0.25333439745383923,0.3837550515308976
16,8,0.2716316789738362,0.3802852570079267
32,2,0.2509714048428513,0.395779924467206
32,4,0.20469199511914232,0.3237200933508575
32,8,0.20389982251652022,0.3426941395737231
64,2,0.22499085781406708,0.4537898004055023
64,4,0.1279648984719266,0.26541563542559743
64,8,0.2141997808952772,0.4126523891463876
16,2,0.31026615037604377,0.44276692997664213
16,4,0.24253334444532088,0.3522364804521203
16,8,0.18561672102157017,0.2834839718416333
32,2,0.28237500221618556,0.4447174910455942
32,4,0.2513386534134966,0.4591235024854541
32,8,0.33191164095817804,0.4114404465071857
64,2,0.21951794591062385,0.38276764657348394
64,4,0.22665740995574807,0.41591580817475915
64,8,0.27138580938652834,0.41963027510792017
16,2,0.3184944070746085,0.4376582899130881
16,4,0.24169975074968286,0.3567623281851411
16,8,0.16589299969535704,0.26787592424079776
32,2,0.2758072780720303,0.452103725168854
32,4,0.22330324275329977,0.3839019685983658
32,8,0.2595262329619278,0.4177844012156129
64,2,0.21453967643223307,0.44146654289215803
64,4,0.2729972835469895,0.4083568430505693
64,8,0.22782202599915763,0.381973831448704
16,2,0.2822748966028086,0.4751407974399626
16,4,0.2258148521365416,0.37915344815701246
16,8,0.32834870791488885,0.4955028733238578
32,2,0.21713540885589178,0.3974096835590899
32,4,0.24809247428216674,0.4228578959591687
32,8,0.2339840737762683,0.3717777347192168
64,2,0.2233328711221127,0.4461553771980107
64,4,0.14756447693100627,0.2911072582937777
64,8,0.2163920983488194,0.366599767934531
16,2,0.24843760137458054,0.43809232395142317
16,4,0.2895408154269469,0.37139685498550534
16,8,0.22611410264403775,0.3366809608414769
32,2,0.22725795224095735,0.423208758700639
32,4,0.18685754408778688,0.30820774007588625
32,8,0.22804681974001695,0.3950950838625431
64,2,0.24574981557775927,0.4946496607735753
64,4,0.22201919277348803,0.3615427268669009
64,8,0.17768932396515558,0.320691947825253
16,2,0.23423124729819103,0.363018233794719
16,4,0.40980372280934996,0.45065267151221633
16,8,0.2735707084177674,0.3386030588299036
32,2,0.21836478790546762,0.4147768737748265
32,4,0.24483565912596628,0.3590082433074713
32,8,0.260723911705798,0.4549224441871047
64,2,0.2585193470526663,0.4672205876559019
64,4,0.18671356769878789,0.3968482348136604
64,8,0.16074769864088323,0.34304202580824494
16,2,0.2969172893241957,0.4291120944544673
16,4,0.29863498240505515,0.49339172383770347
16,8,0.2687088748219565,0.35845419159159064
32,2,0.2519101701025787,0.4856825894676149
32,4,0.21328860651247022,0.3311193301342428
32,8,0.190716090087868,0.38533391850069165
64,2,0.24458244417775274,0.46301700081676245
64,4,0.2927944751008708,0.45223133359104395
64,8,0.21173257025533399,0.3761439728550613
16,2,0.3573580106743446,0.4896566718816757
16,4,0.30940678150370665,0.4297398333437741
16,8,0.25080936087783645,0.4406220195814967
32,2,0.21869225695201217,0.39887099619954824
32,4,0.29910984252864464,0.4013551464304328
32,8,0.243325144556795,0.3871282241307199
64,2,0.23927922875044938,0.4727631453424692
64,4,0.1981771344628543,0.3669155449606478
64,8,0.19461893829058635,0.32630281848832965
16,2,0.25981473084953066,0.4559021843597293
16,4,0.3372538817784748,0.5020424290560186
16,8,0.2634674393401018,0.3980056522414088
32,2,0.2588784622013869,0.42925624502822757
32,4,0.2879020087962949,0.41952599585056305
32,8,0.1928942609115318,0.4004961224272847
64,2,0.2410481359450747,0.43506761174649
64,4,0.22449912654833531,0.4131595818325877
64,8,0.14841257889092296,0.28181501058861613
16,2,0.2193505822895882,0.36867683148011565
16,4,0.20825798760664063,0.3223391445353627
16,8,0.3104277517228486,0.4081157622858882
32,2,0.2173584223099687,0.4266201057471335
32,4,0.2787017950676135,0.4295782088302076
32,8,0.22308862270109048,0.392995233181864
64,2,0.20795836430254952,0.4076486164703965
64,4,0.19962277179591845,0.3849172191694379
64,8,0.19302899879781038,0.3310501780360937
16,2,0.30692890381449667,0.4828275344334543
16,4,0.29933807745131846,0.4123941180296242
16,8,0.34644467408417745,0.5152810774743557
32,2,0.2719519259698065,0.4795816298574209
32,4,0.29093491094902896,0.41214639833197
32,8,0.2940913389295884,0.3882903945632279
64,2,0.22877518020477852,0.4389147497713566
64,4,0.2640308233843676,0.3597683096304536
64,8,0.17835939020708988,0.30839617270976305
16,2,0.38779393314808364,0.5408287509344518
16,4,0.2354490061641819,0.3508409755304456
16,8,0.1766902101040727,0.35864743404090405
32,2,0.24828502925068474,0.46946099447086453
32,4,0.2892536988846026,0.43950818479061127
32,8,0.2330424145702794,0.3632904435507953
64,2,0.2508212585214011,0.4480838729068637
64,4,0.17163374669057024,0.3479527863673866
64,8,0.16375504643820227,0.3158976645208895
16,2,0.1977711115109766,0.40180901484563947
16,4,0.2380730503086915,0.33504261588677764
16,8,0.257306956013331,0.35783967608585954
32,2,0.24067914020926978,0.44296425953507423
32,4,0.1363926381251048,0.26636585034430027
32,8,0.367197976555823,0.45438393764197826
64,2,0.2200906578335563,0.3985233805142343
64,4,0.15793984640274117,0.3177899871952832
64,8,0.1801528458622893,0.2931628446094692
16,2,0.25927757937997925,0.43827477376908064
16,4,0.256886903326288,0.35702150547876954
16,8,0.2927094776269894,0.44714728696271777
32,2,0.23064820405754408,0.44082572450861335
32,4,0.23506275346477637,0.41101841628551483
32,8,0.3243723194844056,0.4203092730604112
64,2,0.23841041088763282,0.4210543497465551
64,4,0.18501666036675607,0.36244304571300745
64,8,0.20074910904454776,0.3379935184493661
16,2,0.24667579709234722,0.3913440676406026
16,4,0.3160052682694161,0.3770796502940357
16,8,0.2601452862827698,0.34795938059687614
32,2,0.23746056179516065,0.43788543809205294
32,4,0.3216850968648019,0.4297998514957726
32,8,0.17329096607019362,0.2737110932357609
64,2,0.20543463350099567,0.417067039757967
64,4,0.20946525447911607,0.36434192629531026
64,8,0.12428669097604111,0.2944390242919326
